source_id	classification_type	classification_value	classification_source	classification_confidence	notes
work_title_pp_51_3_577	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_pp_51_3_577	field	io_psychology_management	plot_row_json	high	
work_title_pp_51_3_577	study_design	corpus extracted result	source_directness	medium	
work_title_jap_67_1_119	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_jap_67_1_119	field	io_psychology_management	plot_row_json	high	
work_title_jap_67_1_119	study_design	corpus extracted result	source_directness	medium	
work_title_fostering_relations_first_sex_and_marital_timings_for_children_rai	source_family	DARPA SCORE / COS claims	human_check_source_result_sample_300.tsv	medium	
work_title_fostering_relations_first_sex_and_marital_timings_for_children_rai	field	Psychology/health	plot_row_json	high	
work_title_fostering_relations_first_sex_and_marital_timings_for_children_rai	study_design	corpus extracted result	source_directness	medium	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_bio_019_6631	source_family	Schäfer/Schwarz psychology articles (without preregistration)	human_check_source_result_sample_300.tsv	medium	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_bio_019_6631	field	Psychology/health	plot_row_json	high	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_bio_019_6631	study_design	corpus extracted result	source_directness	medium	
work_title_time_required_for_intubation	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_time_required_for_intubation	field	clinical_trials_registry	plot_row_json	high	
work_title_time_required_for_intubation	study_design	corpus extracted result	source_directness	medium	
work_title_exacerbation_or_relapse_of_psychotic_symptoms	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_exacerbation_or_relapse_of_psychotic_symptoms	field	clinical_trials_registry	plot_row_json	high	
work_title_exacerbation_or_relapse_of_psychotic_symptoms	study_design	corpus extracted result	source_directness	medium	
work_nct_nct01000727	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct01000727	field	Clinical medicine	plot_row_json	high	
work_nct_nct01000727	study_design	clinical trial registry result	source_directness	medium	
work_title_schaefer_2019_np_mul_093	source_family	schaefer_schwarz_2019_without_prereg	human_check_source_result_sample_300.tsv	medium	
work_title_schaefer_2019_np_mul_093	field	Psychology/health	plot_row_json	high	
work_title_schaefer_2019_np_mul_093	study_design	corpus extracted result	source_directness	medium	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_exp_031_6938	source_family	Schäfer/Schwarz psychology articles (without preregistration)	human_check_source_result_sample_300.tsv	medium	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_exp_031_6938	field	Psychology/health	plot_row_json	high	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_exp_031_6938	study_design	corpus extracted result	source_directness	medium	
work_title_occurrence_of_major_amputations_at_24_weeks_after_the_end_of_study	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_occurrence_of_major_amputations_at_24_weeks_after_the_end_of_study	field	clinical_trials_registry	plot_row_json	high	
work_title_occurrence_of_major_amputations_at_24_weeks_after_the_end_of_study	study_design	corpus extracted result	source_directness	medium	
work_title_overall_survival	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_overall_survival	field	Clinical medicine	inferred_from_source_family	medium	
work_title_overall_survival	study_design	clinical trial registry result	source_directness	medium	
work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	source_family	forrt_fred	human_check_source_result_sample_300.tsv	medium	
work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	field	Evolutionary Psychology	plot_row_json	high	
src_tosh2024	field	Evolutionary Psychology	plot_row_json	high	
work_title_the_origins_of_sex_differences_in_human_behavior_evolved_dispositi	study_design	corpus extracted result	source_directness	medium	
work_title_jap_76_6_845	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_jap_76_6_845	field	io_psychology_management	plot_row_json	high	
work_title_jap_76_6_845	study_design	corpus extracted result	source_directness	medium	
work_title_ratner_k_g_amodio_d_m_2013_seeing_us_vs_them_minimal_group_effects	source_family	motyl_2017_critical_tests	human_check_source_result_sample_300.tsv	medium	
work_title_ratner_k_g_amodio_d_m_2013_seeing_us_vs_them_minimal_group_effects	field	psychology_social_personality	plot_row_json	high	
work_title_ratner_k_g_amodio_d_m_2013_seeing_us_vs_them_minimal_group_effects	study_design	corpus extracted result	source_directness	medium	
work_title_cumulative_structural_disadvantage_and_racial_health_disparities_t	source_family	DARPA SCORE / COS claims	human_check_source_result_sample_300.tsv	medium	
work_title_cumulative_structural_disadvantage_and_racial_health_disparities_t	field	sociology and criminology	plot_row_json	high	
work_title_cumulative_structural_disadvantage_and_racial_health_disparities_t	study_design	corpus extracted result	source_directness	medium	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_dev_029_6789	source_family	Schäfer/Schwarz psychology articles (without preregistration)	human_check_source_result_sample_300.tsv	medium	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_dev_029_6789	field	Psychology/health	plot_row_json	high	
work_plot2_schaefer_schwarz_2019_without_prereg_schaefer_2019_np_dev_029_6789	study_design	corpus extracted result	source_directness	medium	
work_title_rt_pcr_fig_4_24h_control_x_25_mg_kg_1_lead_acetate	source_family	BRI primary t experiment table	human_check_source_result_sample_300.tsv	medium	
src_amaral2019brazilian	source_family	BRI primary t experiment table	human_check_source_result_sample_300.tsv	medium	
work_title_rt_pcr_fig_4_24h_control_x_25_mg_kg_1_lead_acetate	study_design	replication pair	source_directness	medium	
work_title_nahmias_et_al_2006	source_family	replication-pair original-side bridge	human_check_source_result_sample_300.tsv	medium	
work_title_nahmias_et_al_2006	field	experimental philosophy	plot_row_json	high	
work_title_nahmias_et_al_2006	study_design	corpus extracted result	source_directness	medium	
work_title_treatment_engagement	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_treatment_engagement	field	clinical_trials_registry	plot_row_json	high	
work_title_treatment_engagement	study_design	corpus extracted result	source_directness	medium	
work_title_who_gets_a_swiss_passport_a_natural_experiment_in_immigrant_discri	source_family	esarey_wu_2016_political_science_main_findings	human_check_source_result_sample_300.tsv	medium	
work_title_who_gets_a_swiss_passport_a_natural_experiment_in_immigrant_discri	field	political_science	plot_row_json	high	
work_title_who_gets_a_swiss_passport_a_natural_experiment_in_immigrant_discri	study_design	corpus extracted result	source_directness	medium	
work_title_jap_93_6_1208	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_jap_93_6_1208	field	io_psychology_management	plot_row_json	high	
work_title_jap_93_6_1208	study_design	corpus extracted result	source_directness	medium	
work_title_mutualism_and_manipulation_in_hadza_honeyguide_interactions	source_family	DARPA SCORE / COS claims	human_check_source_result_sample_300.tsv	medium	
work_title_mutualism_and_manipulation_in_hadza_honeyguide_interactions	field	Psychology/health	plot_row_json	high	
work_title_mutualism_and_manipulation_in_hadza_honeyguide_interactions	study_design	corpus extracted result	source_directness	medium	
work_plot2_kuhberger_2014_main_results_kuhberger_899_2785	source_family	Kühberger psychology main results	human_check_source_result_sample_300.tsv	medium	
work_plot2_kuhberger_2014_main_results_kuhberger_899_2785	field	Psychology/health	plot_row_json	high	
work_plot2_kuhberger_2014_main_results_kuhberger_899_2785	study_design	corpus extracted result	source_directness	medium	
work_nct_nct01816295	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_nct_nct01816295	field	Clinical medicine	plot_row_json	high	
work_nct_nct01816295	study_design	clinical trial registry result	source_directness	medium	
work_title_do_women_shy_away_from_competition_do_men_compete_too_much	source_family	forrt_fred	human_check_source_result_sample_300.tsv	medium	
work_title_do_women_shy_away_from_competition_do_men_compete_too_much	field	Economics/finance	plot_row_json	high	
src_tosh2024	field	Economics/finance	plot_row_json	high	
work_title_do_women_shy_away_from_competition_do_men_compete_too_much	study_design	corpus extracted result	source_directness	medium	
work_doi_10_1037_0096_3445_136_2_241	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_doi_10_1037_0096_3445_136_2_241	study_design	replication pair	source_directness	medium	
work_title_brief_psychiatric_rating_scale_change_in_psychiatric_symptoms	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_brief_psychiatric_rating_scale_change_in_psychiatric_symptoms	field	clinical_trials_registry	plot_row_json	high	
work_title_brief_psychiatric_rating_scale_change_in_psychiatric_symptoms	study_design	corpus extracted result	source_directness	medium	
work_doi_10_1161_01_str_0000237124_20596_92	source_family	Ying 2023 manual partial reconstruction	human_check_source_result_sample_300.tsv	medium	
work_doi_10_1161_01_str_0000237124_20596_92	field	Clinical medicine	inferred_from_source_family	medium	
work_doi_10_1161_01_str_0000237124_20596_92	study_design	replication pair	source_directness	medium	
work_title_change_in_polysomnographic_total_sleep_time_tst	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_change_in_polysomnographic_total_sleep_time_tst	field	Clinical medicine	inferred_from_source_family	medium	
work_title_change_in_polysomnographic_total_sleep_time_tst	study_design	clinical trial registry result	source_directness	medium	
work_title_linden_2015_2	source_family	linden_2024_random_effects	human_check_source_result_sample_300.tsv	medium	
work_title_linden_2015_2	field	Psychology/health	plot_row_json	high	
work_title_linden_2015_2	study_design	corpus extracted result	source_directness	medium	
work_title_pmcid_5055753	source_family	yun_llm_meta_analysis	human_check_source_result_sample_300.tsv	medium	
work_title_pmcid_5055753	field	medicine_rct	plot_row_json	high	
work_title_pmcid_5055753	study_design	corpus extracted result	source_directness	medium	
work_title_time_to_vaginal_delivery_during_the_first_hospital_admission	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_time_to_vaginal_delivery_during_the_first_hospital_admission	field	Clinical medicine	inferred_from_source_family	medium	
work_title_time_to_vaginal_delivery_during_the_first_hospital_admission	study_design	clinical trial registry result	source_directness	medium	
work_title_faria_haddad_2014	source_family	havranek_armington	human_check_source_result_sample_300.tsv	medium	
work_title_faria_haddad_2014	field	Economics/finance	plot_row_json	high	
work_title_faria_haddad_2014	study_design	corpus extracted result	source_directness	medium	
work_title_percentage_of_patients_alive_and_free_of_mechanical_ventilation	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_percentage_of_patients_alive_and_free_of_mechanical_ventilation	field	Clinical medicine	inferred_from_source_family	medium	
work_title_percentage_of_patients_alive_and_free_of_mechanical_ventilation	study_design	clinical trial registry result	source_directness	medium	
work_title_parent_child_information_frictions_and_human_capital_investment_ev	source_family	Brodeur economics corpus	human_check_source_result_sample_300.tsv	medium	
work_title_parent_child_information_frictions_and_human_capital_investment_ev	field	Economics/finance	plot_row_json	high	
src_brodeur2020	source_family	Brodeur economics corpus	human_check_source_result_sample_300.tsv	medium	
src_brodeur2020	field	Economics/finance	plot_row_json	high	
work_title_parent_child_information_frictions_and_human_capital_investment_ev	study_design	corpus extracted result	source_directness	medium	
work_title_change_in_observed_cdai_scores_from_baseline_to_weeks_4	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_change_in_observed_cdai_scores_from_baseline_to_weeks_4	field	clinical_trials_registry	plot_row_json	high	
work_title_change_in_observed_cdai_scores_from_baseline_to_weeks_4	study_design	corpus extracted result	source_directness	medium	
work_title_the_variable_in_the_regression_model_of_discipline_over_inventory	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_title_the_variable_in_the_regression_model_of_discipline_over_inventory	study_design	replication pair	source_directness	medium	
work_title_is_the_spread_of_covid_19_across_countries_influenced_by_environme	source_family	SCORE analyst join	human_check_source_result_sample_300.tsv	medium	
work_title_is_the_spread_of_covid_19_across_countries_influenced_by_environme	field	Psychology/health	inferred_from_source_family	medium	
work_title_is_the_spread_of_covid_19_across_countries_influenced_by_environme	study_design	replication pair	source_directness	medium	
work_plot2_metabus_open_bosco_jap_94_2_341_4420	source_family	metaBUS open Bosco subset	human_check_source_result_sample_300.tsv	medium	
work_plot2_metabus_open_bosco_jap_94_2_341_4420	field	io_psychology_management	plot_row_json	high	
work_plot2_metabus_open_bosco_jap_94_2_341_4420	study_design	corpus extracted result	source_directness	medium	
work_title_jap_74_1_143	source_family	metabus_open_bosco	human_check_source_result_sample_300.tsv	medium	
work_title_jap_74_1_143	field	io_psychology_management	plot_row_json	high	
work_title_jap_74_1_143	study_design	corpus extracted result	source_directness	medium	
work_title_composite_of_mortality_ongoing_need_for_hospitalization_or_mechani	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_composite_of_mortality_ongoing_need_for_hospitalization_or_mechani	field	clinical_trials_registry	plot_row_json	high	
work_title_composite_of_mortality_ongoing_need_for_hospitalization_or_mechani	study_design	corpus extracted result	source_directness	medium	
work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	source_family	LOOPR coding workbook	human_check_source_result_sample_300.tsv	medium	
work_title_watson_d_hubbard_b_wiese_d_2000_general_traits_of_personality_and	study_design	replication pair	source_directness	medium	
work_title_development_of_muscularity_and_weight_concerns_in_heterosexual_and	source_family	FORRT FReD	human_check_source_result_sample_300.tsv	medium	
work_title_development_of_muscularity_and_weight_concerns_in_heterosexual_and	field	health	plot_row_json	high	
src_tosh2024	field	health	plot_row_json	high	
work_title_development_of_muscularity_and_weight_concerns_in_heterosexual_and	study_design	corpus extracted result	source_directness	medium	
work_title_progression_free_survival	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_progression_free_survival	field	clinical_trials_registry	plot_row_json	high	
work_title_progression_free_survival	study_design	corpus extracted result	source_directness	medium	
work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	source_family	DARPA SCORE / COS claims	human_check_source_result_sample_300.tsv	medium	
work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	field	economics and finance	plot_row_json	high	
work_title_notes_on_bonds_illiquidity_feedback_during_the_financial_crisis	study_design	corpus extracted result	source_directness	medium	
work_title_do_management_interventions_last_evidence_from_india	source_family	economics_brodeur_2024	human_check_source_result_sample_300.tsv	medium	
work_title_do_management_interventions_last_evidence_from_india	field	Economics/finance	plot_row_json	high	
src_brodeur2020	source_family	economics_brodeur_2024	human_check_source_result_sample_300.tsv	medium	
work_title_do_management_interventions_last_evidence_from_india	study_design	corpus extracted result	source_directness	medium	
work_title_the_primary_efficacy_endpoint_of_this_study_is_the_incidence_of_co	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_the_primary_efficacy_endpoint_of_this_study_is_the_incidence_of_co	field	Clinical medicine	inferred_from_source_family	medium	
work_title_the_primary_efficacy_endpoint_of_this_study_is_the_incidence_of_co	study_design	clinical trial registry result	source_directness	medium	
work_title_participants_would_ascribe_a_greater_number_of_traits_and_a_lesser	source_family	FReD filtered pair table	human_check_source_result_sample_300.tsv	medium	
work_title_participants_would_ascribe_a_greater_number_of_traits_and_a_lesser	study_design	replication pair	source_directness	medium	
work_title_rim_s_min_k_e_uleman_j_s_chartrand_t_l_carlston_d_e_2013_seeing_ot	source_family	motyl_2017_critical_tests	human_check_source_result_sample_300.tsv	medium	
work_title_rim_s_min_k_e_uleman_j_s_chartrand_t_l_carlston_d_e_2013_seeing_ot	field	psychology_social_personality	plot_row_json	high	
work_title_rim_s_min_k_e_uleman_j_s_chartrand_t_l_carlston_d_e_2013_seeing_ot	study_design	corpus extracted result	source_directness	medium	
work_title_investigator_s_global_assessment_iga_score_at_week_6	source_family	ctgov_finer_grained_kg	human_check_source_result_sample_300.tsv	medium	
work_title_investigator_s_global_assessment_iga_score_at_week_6	field	clinical_trials_registry	plot_row_json	high	
work_title_investigator_s_global_assessment_iga_score_at_week_6	study_design	corpus extracted result	source_directness	medium	
work_title_change_from_single_blind_baseline_in_mean_pain_score_at_week_19_du	source_family	ClinicalTrials.gov phase-2+ primary randomized registry rows	human_check_source_result_sample_300.tsv	medium	
work_title_change_from_single_blind_baseline_in_mean_pain_score_at_week_19_du	field	Clinical medicine	inferred_from_source_family	medium	
work_title_change_from_single_blind_baseline_in_mean_pain_score_at_week_19_du	study_design	clinical trial registry result	source_directness	medium	
work_plot2_kuhberger_2014_main_results_kuhberger_364_2500	source_family	Kühberger psychology main results	human_check_source_result_sample_300.tsv	medium	
work_plot2_kuhberger_2014_main_results_kuhberger_364_2500	field	Psychology/health	plot_row_json	high	
work_plot2_kuhberger_2014_main_results_kuhberger_364_2500	study_design	corpus extracted result	source_directness	medium	
