source_result_id	verification_route	source_citation_key	current_evidence_level	nct_id	source_file_local_path	source_file_load_status	plotted_result_label	expected_d	expected_n	candidate_children_total	candidate_children_verified	computed_median_d_from_verified_children	computed_median_n_from_verified_children	all_children_verified	median_matches_plot	verification_status	promote_to_level6	failure_reason	source_value_snippets	lessons_learned
sr_af15cdb4aad8	clinicaltrials_api_v2_json	du2024	6	NCT02508480	data/cache/provenance_level5/sample_300/sr_af15cdb4aad8__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct02508480.json	existing_mirror	Brief Psychiatric Rating Scale, Change in Psychiatric Symptoms	0.0877980436230185	192.0	11	11	0.0877980436230185	192.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_42975 | outcome=Brief Psychiatric Rating Scale, Change in Psychiatric Symptoms | p=0.017 | z=2.3867077344922523 | N_enrollment=192.0 | D=0.3444915882465156 || row_id=ctgovkg_95108 | outcome=Internalized Stigma of Mental Illness Scale, Change in Internalized Stigma | p=0.66 | z=0.4399131656732335 | N_enrollment=192.0 | D=0.0634959961553754 || row_id=ctgovkg_95109 | outcome=Approaches to Coping With Stigma, Change in Coping With Stigma | p=0.884 | z=0.14590042003299397 | N_enrollment=192.0 | D=0.0210589116952321 || row_id=ctgovkg_95110 | outcome=Approaches to Coping With Stigma, Change in Coping With Stigma | p=0.543 | z=0.6082826894408669 | N_enrollment=192.0 | D=0.0877980436230185 || row_id=ctgovkg_95111 | outcome=The Stigma Scale, Change in Perceptions of Stigma | p=0.135 | z=1.49467224980662 | N_enrollment=192.0 | D=0.215737356444029	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_be6cbe0c6a2b	clinicaltrials_api_v2_json	du2024	6	NCT01156051	data/cache/provenance_level6/sample_300/sr_be6cbe0c6a2b__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01156051.json	level6_cache	Change in Polysomnographic Total Sleep Time (TST)	1.042506169774014	29.0	1	1	1.042506169774014	29.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Change in Polysomnographic Total Sleep Time (TST) | p=0.005 | z=2.8070337683438114 | N_enrollment=29.0 | D_recomputed=1.0425061697740168	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_d3c761e4e4ee	clinicaltrials_api_v2_json	du2024	6	NCT01127581	data/cache/provenance_level6/sample_300/sr_d3c761e4e4ee__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01127581.json	level6_cache	Time to Vaginal Delivery During the First Hospital Admission	0.1785852285620725	1358.0	1	1	0.1785852285620725	1358.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Time to Vaginal Delivery During the First Hospital Admission | p=<0.001 | z=3.2905267314919255 | N_enrollment=1358.0 | D_recomputed=0.17858522856207423	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_7271878ec034	clinicaltrials_api_v2_json	du2024	6	NCT04604184	data/cache/provenance_level6/sample_300/sr_7271878ec034__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct04604184.json	level6_cache	Percentage of Patients Alive and Free of Mechanical Ventilation	0.171324163306125	133.0	1	1	0.171324163306125	133.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Percentage of Patients Alive and Free of Mechanical Ventilation | p=0.3232 | z=0.9879033186537444 | N_enrollment=133.0 | D_recomputed=0.17132416330612504	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_af69b1b27c9f	clinicaltrials_api_v2_json	du2024	6	NCT01514240	data/cache/provenance_level5/sample_300/sr_af69b1b27c9f__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01514240.json	existing_mirror	Change in Observed CDAI Scores From Baseline to Weeks 4	0.2452667865113614	123.0	6	6	0.2452667865113614	123.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_35986 | outcome=Change in Observed CDAI Scores From Baseline to Weeks 4 | p=0.014 | z=2.457263390205436 | N_enrollment=123.0 | D=0.4431279566656385 || row_id=ctgovkg_77581 | outcome=Remission After 8-week of Treatment | p=0.526 | z=0.6341238485217698 | N_enrollment=123.0 | D=0.1143540437661061 || row_id=ctgovkg_77582 | outcome=Remission After 2-week of Treatment | p=0.768 | z=0.29499198822262623 | N_enrollment=123.0 | D=0.0531970636501029 || row_id=ctgovkg_77583 | outcome=Remission After 4-week of Treatment | p=0.208 | z=1.2590839804270717 | N_enrollment=123.0 | D=0.2270555585294589 || row_id=ctgovkg_77584 | outcome=Change in Observed CDAI Scores From Baseline to Weeks 2 | p=0.058 | z=1.895697923991838 | N_enrollment=123.0 | D=0.3418586509131062	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_c1becaaf9056	clinicaltrials_api_v2_json	du2024	6	NCT04397718	data/cache/provenance_level5/sample_300/sr_c1becaaf9056__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct04397718.json	existing_mirror	Composite of Mortality, Ongoing Need for Hospitalization, or Mechanical Ventilation at Day 15	0.0740448955796566	96.0	8	8	0.0740448955796566	96.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_107992 | outcome=Composite of Mortality, Ongoing Need for Hospitalization, or Mechanical Ventilation at Day 15 | p=0.667 | z=0.43026896506857343 | N_enrollment=96.0 | D=0.0878282847144503 || row_id=ctgovkg_107993 | outcome=Time to Clinical Improvement | p=0.876 | z=0.15604189276105004 | N_enrollment=96.0 | D=0.031851917980222 || row_id=ctgovkg_107994 | outcome=Inpatient Mortality | p=0.991 | z=0.011280066443692957 | N_enrollment=96.0 | D=0.0023025339209782 || row_id=ctgovkg_107995 | outcome=Duration of Hospitalization | p=0.841 | z=0.20061452456847143 | N_enrollment=96.0 | D=0.0409502683486495 || row_id=ctgovkg_107996 | outcome=Duration of Intubation | p=0.746 | z=0.323918153281133 | N_enrollment=96.0 | D=0.066119516163617	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_cf10c58438c7	clinicaltrials_api_v2_json	du2024	6	NCT01568866	data/cache/provenance_level5/sample_300/sr_cf10c58438c7__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct01568866.json	existing_mirror	Progression-free Survival	0.2552923584323345	929.0	4	4	0.2552923584323345	929.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_12357 | outcome=Progression-free Survival | p=< 0.0001 | z=3.89059188641312 | N_enrollment=929.0 | D=0.2552923584323345 || row_id=ctgovkg_12358 | outcome=Overall Response | p=< 0.0001 | z=3.89059188641312 | N_enrollment=929.0 | D=0.2552923584323345 || row_id=ctgovkg_12359 | outcome=Percentage of Participants With ≥ Grade 2 Peripheral Neuropathy | p=<0.0001 | z=3.89059188641312 | N_enrollment=929.0 | D=0.2552923584323345 || row_id=ctgovkg_36296 | outcome=Overall Survival | p=0.0100 | z=2.5758293035489 | N_enrollment=929.0 | D=0.1690204362268326	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_779e8dd2ff35	clinicaltrials_api_v2_json	du2024	6	NCT00762476	data/cache/provenance_level6/sample_300/sr_779e8dd2ff35__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00762476.json	level6_cache	The Primary Efficacy Endpoint of This Study is the Incidence of Cold Illnesses.	0.0665402516615924	411.0	1	1	0.0665402516615924	411.0	true	true	verified_single_registry_outcome_from_json	true		outcome=The Primary Efficacy Endpoint of This Study is the Incidence of Cold Illnesses. | p=>0.5000 | z=0.6744897501960817 | N_enrollment=411.0 | D_recomputed=0.06654025166159244	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
sr_8989ad9654f1	clinicaltrials_api_v2_json	du2024	6	NCT00455429	data/cache/provenance_level5/sample_300/sr_8989ad9654f1__clinicaltrials_api_v2_json__clinicaltrials.gov_api_v2_studies_nct00455429.json	existing_mirror	Investigator's Global Assessment (IGA) Score at Week 6	0.1661636719158682	84.0	36	36	0.16616367191586826	84.0	true	true	verified_plot_d_n_from_registry_json	true		row_id=ctgovkg_62735 | outcome=Investigator's Global Assessment (IGA) Score at Week 6 | p=0.600 | z=0.5244005127080407 | N_enrollment=84.0 | D=0.1144335735218214 || row_id=ctgovkg_62736 | outcome=Investigator's Global Assessment (IGA) Score at Week 6 | p=0.822 | z=0.22497335831381138 | N_enrollment=84.0 | D=0.0490932116105459 || row_id=ctgovkg_62737 | outcome=Investigator's Global Assessment (IGA) Score at Week 6 | p=0.656 | z=0.4454425062917195 | N_enrollment=84.0 | D=0.0972035239444118 || row_id=ctgovkg_62738 | outcome=Change From Baseline in Eczema Area and Severity Index (EASI) Score at Week 6 | p=0.427 | z=0.7943357449585281 | N_enrollment=84.0 | D=0.1733382704038853 || row_id=ctgovkg_62739 | outcome=Change From Baseline in Eczema Area and Severity Index (EASI) Score at Week 6 | p=0.922 | z=0.09791473421149917 | N_enrollment=84.0 | D=0.0213667467226513	CT.gov paper dots are medians over all candidate child outcome rows; verification must match by NCT plus outcome title/p-value and then recompute the paper median.
sr_68c5ac5e9dd1	clinicaltrials_api_v2_json	du2024	6	NCT01057693	data/cache/ctgov_api_v2_studies/NCT01057693.json	existing_mirror	Change From Single-Blind Baseline in Mean Pain Score at Week 19 During Double-Blind Phase	0.1228974702666344	633.0	1	1	0.1228974702666344	633.0	true	true	verified_single_registry_outcome_from_json	true		outcome=Change From Single-Blind Baseline in Mean Pain Score at Week 19 During Double-Blind Phase | p=0.1221 | z=1.5460189139605416 | N_enrollment=633.0 | D_recomputed=0.12289747026663436	Raw CT.gov strict rows are single selected registry outcomes, not NCT-level medians; verify the selected outcome title/p-value/enrollment directly.
