batch007_seed_id	candidate_id	batch007_action	dedupe_action	final_row_status	original_doi	replication_doi	original_title	replication_title	current_root_pair_ids	dedupe_key_text	created_at
batch007_seed_63d14c00327c04b6	api_candidate_9dabe64a60d684ec	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target				Rap Lyrics as Evidence: An Examination of Rap Music, Perceptions of Threat, and Juror Decision Making		rap lyrics as evidence an examination of rap music perceptions of threat and juror decision making unresolved original target rap lyrics as evidence an examination of rap music perceptions of threat and juror decision making	2026-05-06T03:12:07+00:00
batch007_seed_e39826696da31c4a	api_candidate_dcf90d656a661e24	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1371/journal.pone.0312088		Cognitive support for political partisans’ understanding of policy data		10 1371 journal pone 0312088 cognitive support for political partisans understanding of policy data unresolved original target cognitive support for political partisans understanding of policy data	2026-05-06T03:12:07+00:00
batch007_seed_29cbf41f9d2831f9	api_candidate_a3e900d5a4f7b5b0	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1007/bf03393037		Generalization of Relational Matching to Sample in Children: A Direct Replication		10 1007 bf03393037 generalization of relational matching to sample in children a direct replication unresolved original target generalization of relational matching to sample in children a direct replication	2026-05-06T03:12:07+00:00
batch007_seed_63af2b627cd195a5	api_candidate_976ad212f2c9e0d5	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.3109/15368378.2013.776437	heart rate variability provocation study with 2.4-GHz cordless phone confirms original findings	RETRACTED: Replication of heart rate variability provocation study with 2.4-GHz cordless phone confirms original findings		10 3109 15368378 2013 776437 heart rate variability provocation study with 2 4 ghz cordless phone confirms original findings retracted replication of heart rate variability provocation study with 2 4 ghz cordless phone confirms original findings heart rate variability provocation study with 2 4 ghz cordless phone confirms original findings retracted replication of heart rate variability provocation study with 2 4 ghz cordless phone confirms original findings	2026-05-06T03:12:07+00:00
batch007_seed_2f7c20f120a022ea	api_candidate_a4518a1d98a1fc38	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/j.evolhumbehav.2022.04.002		Is facial structure an honest cue to real-world dominance and fighting ability in men? A pre-registered direct replication of		10 1016 j evolhumbehav 2022 04 002 is facial structure an honest cue to real world dominance and fighting ability in men a pre registered direct replication of unresolved original target is facial structure an honest cue to real world dominance and fighting ability in men a pre registered direct replication of	2026-05-06T03:12:07+00:00
batch007_seed_dc593298ad7ead22	api_candidate_a2f3b01d34581a7e	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1016/j.psychsport.2021.102033		No ego-depletion effect without a good control task		10 1016 j psychsport 2021 102033 no ego depletion effect without a good control task unresolved original target no ego depletion effect without a good control task	2026-05-06T03:12:07+00:00
batch007_seed_f01bddd8c264a386	api_candidate_058ddb16419e87a8	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1027/1864-1105/a000334		Binge-Watching, Self-Determination, and Well-Being		10 1027 1864 1105 a000334 binge watching self determination and well being unresolved original target binge watching self determination and well being	2026-05-06T03:12:07+00:00
batch007_seed_c7f36029ac8aa95b	api_candidate_7f2818526a1af0f1	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1093/ntr/ntaa229		Little Evidence of Modified Genetic Effect of rs16969968 on Heavy Smoking Based on Age of Onset of Smoking.		10 1093 ntr ntaa229 little evidence of modified genetic effect of rs16969968 on heavy smoking based on age of onset of smoking unresolved original target little evidence of modified genetic effect of rs16969968 on heavy smoking based on age of onset of smoking	2026-05-06T03:12:07+00:00
batch007_seed_ea955d9c18ee3f54	api_candidate_f8493430bc5f8a6b	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1177/17470218221097047		Thinking about neither death nor poverty affects delay discounting, but episodic foresight does: Three replications of the effects of priming on time preferences.		10 1177 17470218221097047 thinking about neither death nor poverty affects delay discounting but episodic foresight does three replications of the effects of priming on time preferences unresolved original target thinking about neither death nor poverty affects delay discounting but episodic foresight does three replications of the effects of priming on time preferences	2026-05-06T03:12:07+00:00
batch007_seed_1887e8e61ff5cb92	api_candidate_b23c421719a027a7	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.3390/ijerph15122729		Could Alcohol Abuse Drive Intimate Partner Violence Perpetrators' Psychophysiological Response to Acute Stress?		10 3390 ijerph15122729 could alcohol abuse drive intimate partner violence perpetrators psychophysiological response to acute stress unresolved original target could alcohol abuse drive intimate partner violence perpetrators psychophysiological response to acute stress	2026-05-06T03:12:07+00:00
batch007_seed_6339140f06d511f8	api_candidate_039e34c9f0fda678	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1126/sciadv.abk3316		Absence of structural brain changes from mindfulness-based stress reduction: Two combined randomized controlled trials.		10 1126 sciadv abk3316 absence of structural brain changes from mindfulness based stress reduction two combined randomized controlled trials unresolved original target absence of structural brain changes from mindfulness based stress reduction two combined randomized controlled trials	2026-05-06T03:12:07+00:00
batch007_seed_9a14dd42d3ae2583	api_candidate_6b1b4561e2feabee	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.1002/mds.28732		A Multi-center Genome-wide Association Study of Cervical Dystonia.		10 1002 mds 28732 a multi center genome wide association study of cervical dystonia unresolved original target a multi center genome wide association study of cervical dystonia	2026-05-06T03:12:07+00:00
batch007_seed_555294264c99f54d	api_candidate_3d222b8a54a95d52	exclude_until_query_resolves_specific_original_target	skip_until_original_target_resolved	not_row_unresolved_original_target		10.3233/jad-179904		A Blood Test for Alzheimer's Disease: Progress, Challenges, and Recommendations.		10 3233 jad 179904 a blood test for alzheimer s disease progress challenges and recommendations unresolved original target a blood test for alzheimer s disease progress challenges and recommendations	2026-05-06T03:12:07+00:00
batch007_seed_f4b9cdbd35d15a4a	api_candidate_149878a191cd6b28	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1245/s10434-025-17660-8		Somatostatin Analogs for Preventing Postoperative Pancreatic Fistula: Past Evidence Reveals New Opportunities.		10 1245 s10434 025 17660 8 somatostatin analogs for preventing postoperative pancreatic fistula past evidence reveals new opportunities unresolved original target somatostatin analogs for preventing postoperative pancreatic fistula past evidence reveals new opportunities	2026-05-06T03:12:07+00:00
batch007_seed_223ea8dc812a4bc0	api_candidate_d8c7109960cd06ce	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1161/strokeaha.125.052935		Glenzocimab Efficacy and Safety Added to Intravenous Thrombolysis With or Without Mechanical Thrombectomy in Patients With Acute Ischemic Stroke-ACTISAVE: A Prospective, Randomized, Double-Blind Study.		10 1161 strokeaha 125 052935 glenzocimab efficacy and safety added to intravenous thrombolysis with or without mechanical thrombectomy in patients with acute ischemic stroke actisave a prospective randomized double blind study unresolved original target glenzocimab efficacy and safety added to intravenous thrombolysis with or without mechanical thrombectomy in patients with acute ischemic stroke actisave a prospective randomized double blind study	2026-05-06T03:12:07+00:00
batch007_seed_7d1b6cd6b56a56a2	api_candidate_2dd91e62ffd37ce8	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fneur.2025.1602956		Safety and feasibility of cerebrolysin in treatment of primary intracerebral hemorrhage (CLINCH)-a prospective, randomized, open-label, blinded endpoint pilot trial.		10 3389 fneur 2025 1602956 safety and feasibility of cerebrolysin in treatment of primary intracerebral hemorrhage clinch a prospective randomized open label blinded endpoint pilot trial unresolved original target safety and feasibility of cerebrolysin in treatment of primary intracerebral hemorrhage clinch a prospective randomized open label blinded endpoint pilot trial	2026-05-06T03:12:07+00:00
batch007_seed_935225c1fc33db56	api_candidate_710fd7eb55fc9d77	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1016/j.biopsych.2009.11.021	Scopolamine's Antidepressant Efficacy in Major Depressive Disorder	Replication of Scopolamine's Antidepressant Efficacy in Major Depressive Disorder: A Randomized, Placebo-Controlled Clinical Trial		10 1016 j biopsych 2009 11 021 scopolamine s antidepressant efficacy in major depressive disorder replication of scopolamine s antidepressant efficacy in major depressive disorder a randomized placebo controlled clinical trial scopolamine s antidepressant efficacy in major depressive disorder replication of scopolamine s antidepressant efficacy in major depressive disorder a randomized placebo controlled clinical trial	2026-05-06T03:12:07+00:00
batch007_seed_f96208036caae88f	api_candidate_7c25e95e83db7d9a	do_not_repull_via_search_send_to_manual_acquisition_queue	route_to_manual_acquisition_not_new_search	not_row_source_blocked_or_manual_acquisition		10.1001/archneur.64.10.1496	Randomized Controlled Trial Results for Carotid Endarterectomy	Real-World Replication of Randomized Controlled Trial Results for Carotid Endarterectomy		10 1001 archneur 64 10 1496 randomized controlled trial results for carotid endarterectomy real world replication of randomized controlled trial results for carotid endarterectomy randomized controlled trial results for carotid endarterectomy real world replication of randomized controlled trial results for carotid endarterectomy	2026-05-06T03:12:07+00:00
batch007_seed_1e64754df6d9744e	api_candidate_d1eefaf8893a8a31	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0210405	a cluster randomized trial in Malawi	Cash transfers and HIV/HSV-2 prevalence: A replication of a cluster randomized trial in Malawi		10 1371 journal pone 0210405 a cluster randomized trial in malawi cash transfers and hiv hsv 2 prevalence a replication of a cluster randomized trial in malawi a cluster randomized trial in malawi cash transfers and hiv hsv 2 prevalence a replication of a cluster randomized trial in malawi	2026-05-06T03:12:07+00:00
batch007_seed_c90c9cc1b677f268	api_candidate_6000aff0af587ba7	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1111/dom.70384		Association between glucagon-like peptide-1 receptor agonists and risk of dementia in older adults with type 2 diabetes: A target trial emulation.		10 1111 dom 70384 association between glucagon like peptide 1 receptor agonists and risk of dementia in older adults with type 2 diabetes a target trial emulation unresolved original target association between glucagon like peptide 1 receptor agonists and risk of dementia in older adults with type 2 diabetes a target trial emulation	2026-05-06T03:12:07+00:00
batch007_seed_cbb275901137302e	api_candidate_38a533cdcb5c6bd0	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1089/neu.2019.6705		Unsupervised Machine Learning Reveals Novel Traumatic Brain Injury Patient Phenotypes with Distinct Acute Injury Profiles and Long-Term Outcomes.		10 1089 neu 2019 6705 unsupervised machine learning reveals novel traumatic brain injury patient phenotypes with distinct acute injury profiles and long term outcomes unresolved original target unsupervised machine learning reveals novel traumatic brain injury patient phenotypes with distinct acute injury profiles and long term outcomes	2026-05-06T03:12:07+00:00
batch007_seed_5f234f337585991d	api_candidate_804fc8b002ac898b	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1002/14651858.cd001399.pub4		Vaccines for preventing infection with Pseudomonas aeruginosa in cystic fibrosis.		10 1002 14651858 cd001399 pub4 vaccines for preventing infection with pseudomonas aeruginosa in cystic fibrosis unresolved original target vaccines for preventing infection with pseudomonas aeruginosa in cystic fibrosis	2026-05-06T03:12:07+00:00
batch007_seed_e57e9dbcce80f2c1	api_candidate_62872a0730bff4c1	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1186/s13054-023-04502-w		Thoracic epidural analgesia in intensive care unit patients with acute pancreatitis: the EPIPAN multicenter randomized controlled trial.		10 1186 s13054 023 04502 w thoracic epidural analgesia in intensive care unit patients with acute pancreatitis the epipan multicenter randomized controlled trial unresolved original target thoracic epidural analgesia in intensive care unit patients with acute pancreatitis the epipan multicenter randomized controlled trial	2026-05-06T03:12:07+00:00
batch007_seed_760462202983d1f1	api_candidate_9a85abcabde97cdc	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1177/0885066618784861		Fluid Management in Sepsis.		10 1177 0885066618784861 fluid management in sepsis unresolved original target fluid management in sepsis	2026-05-06T03:12:07+00:00
batch007_seed_52b12c4c47f57ea5	api_candidate_a5ede59a1099816b	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.jpeds.2014.06.018		Noninvasive inhaled nitric oxide does not prevent bronchopulmonary dysplasia in premature newborns.		10 1016 j jpeds 2014 06 018 noninvasive inhaled nitric oxide does not prevent bronchopulmonary dysplasia in premature newborns unresolved original target noninvasive inhaled nitric oxide does not prevent bronchopulmonary dysplasia in premature newborns	2026-05-06T03:12:07+00:00
batch007_seed_ca6a1b572147f752	api_candidate_856c767fbc3f6dfe	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1111/pcn.13504		Endogenous antioxidants predicted outcome and increased after treatment: A benzoate dose-finding, randomized, double-blind, placebo-controlled trial for Alzheimer's disease.		10 1111 pcn 13504 endogenous antioxidants predicted outcome and increased after treatment a benzoate dose finding randomized double blind placebo controlled trial for alzheimer s disease unresolved original target endogenous antioxidants predicted outcome and increased after treatment a benzoate dose finding randomized double blind placebo controlled trial for alzheimer s disease	2026-05-06T03:12:07+00:00
batch007_seed_48d0975a94fa180b	api_candidate_caee3ace1c68c4e3	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.cct.2017.12.016		Tobacco dependence treatment in the emergency department: A randomized trial using the Multiphase Optimization Strategy.		10 1016 j cct 2017 12 016 tobacco dependence treatment in the emergency department a randomized trial using the multiphase optimization strategy unresolved original target tobacco dependence treatment in the emergency department a randomized trial using the multiphase optimization strategy	2026-05-06T03:12:07+00:00
batch007_seed_724577e708e5d59b	api_candidate_3b68b1c7113eed7e	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1214/09-sts290		Replication in Genome-Wide Association Studies		10 1214 09 sts290 replication in genome wide association studies unresolved original target replication in genome wide association studies	2026-05-06T03:12:07+00:00
batch007_seed_5254e3c3111d1ba4	api_candidate_82f4a34ce6636a71	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pone.0005639	a Genetic Association May Provide Important Clues About Genetic Architecture	Failure to Replicate a Genetic Association May Provide Important Clues About Genetic Architecture		10 1371 journal pone 0005639 a genetic association may provide important clues about genetic architecture failure to replicate a genetic association may provide important clues about genetic architecture a genetic association may provide important clues about genetic architecture failure to replicate a genetic association may provide important clues about genetic architecture	2026-05-06T03:12:07+00:00
batch007_seed_dbb1e408736846b7	api_candidate_b0a5218ee73e9cad	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1176/appi.ajp.2018.17121363		Schizophrenia Polygenic Risk Score as a Predictor of Antipsychotic Efficacy in First-Episode Psychosis		10 1176 appi ajp 2018 17121363 schizophrenia polygenic risk score as a predictor of antipsychotic efficacy in first episode psychosis unresolved original target schizophrenia polygenic risk score as a predictor of antipsychotic efficacy in first episode psychosis	2026-05-06T03:12:07+00:00
batch007_seed_e31b2df8380e0cc5	api_candidate_3008e1baf5eb4ed9	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1093/hmg/ddp059		A two-stage genome-wide association study of sporadic amyotrophic lateral sclerosis		10 1093 hmg ddp059 a two stage genome wide association study of sporadic amyotrophic lateral sclerosis unresolved original target a two stage genome wide association study of sporadic amyotrophic lateral sclerosis	2026-05-06T03:12:07+00:00
batch007_seed_ad43da2c5d11c9c0	api_candidate_89e6b8d0f8c82999	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0311318		Genetic variants associated with sepsis-associated acute kidney injury.		10 1371 journal pone 0311318 genetic variants associated with sepsis associated acute kidney injury unresolved original target genetic variants associated with sepsis associated acute kidney injury	2026-05-06T03:12:07+00:00
batch007_seed_2a0607dc2889f8d4	api_candidate_339cd723a3c0cacb	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1186/s12885-024-12449-6		Systematic druggable genome-wide Mendelian randomization identifies therapeutic targets for lung cancer.		10 1186 s12885 024 12449 6 systematic druggable genome wide mendelian randomization identifies therapeutic targets for lung cancer unresolved original target systematic druggable genome wide mendelian randomization identifies therapeutic targets for lung cancer	2026-05-06T03:12:07+00:00
batch007_seed_976d95fccca40be7	api_candidate_45eec60c076ca8f8	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fgene.2023.1094908		Genetic predisposition may not improve prediction of cardiac surgery-associated acute kidney injury.		10 3389 fgene 2023 1094908 genetic predisposition may not improve prediction of cardiac surgery associated acute kidney injury unresolved original target genetic predisposition may not improve prediction of cardiac surgery associated acute kidney injury	2026-05-06T03:12:07+00:00
batch007_seed_c8bce7ff0c721c37	api_candidate_928025b87456b484	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3390/genes14030704		Lack of Association of Polymorphism Located Upstream of <i>ABCA1</i> (rs2472493), in <i>FNDC3B</i> (rs7636836), and Near <i>ANKRD55</i>-<i>MAP3K1</i> Genes (rs61275591) in Primary Open-Angle Glaucoma Patients of Saudi Origin.		10 3390 genes14030704 lack of association of polymorphism located upstream of i abca1 i rs2472493 in i fndc3b i rs7636836 and near i ankrd55 i i map3k1 i genes rs61275591 in primary open angle glaucoma patients of saudi origin unresolved original target lack of association of polymorphism located upstream of i abca1 i rs2472493 in i fndc3b i rs7636836 and near i ankrd55 i i map3k1 i genes rs61275591 in primary open angle glaucoma patients of saudi origin	2026-05-06T03:12:07+00:00
batch007_seed_9ef535f7d20df6a0	api_candidate_b7a37f63ebe1a3e6	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1136/gutjnl-2019-318343		A blood-based prognostic biomarker in IBD		10 1136 gutjnl 2019 318343 a blood based prognostic biomarker in ibd unresolved original target a blood based prognostic biomarker in ibd	2026-05-06T03:12:07+00:00
batch007_seed_3828ee51c16c345a	api_candidate_3e9ed825ab643ecd	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1164/rccm.201502-0355oc		A Molecular Biomarker to Diagnose Community-acquired Pneumonia on Intensive Care Unit Admission		10 1164 rccm 201502 0355oc a molecular biomarker to diagnose community acquired pneumonia on intensive care unit admission unresolved original target a molecular biomarker to diagnose community acquired pneumonia on intensive care unit admission	2026-05-06T03:12:07+00:00
batch007_seed_81f434716ef5e561	api_candidate_250ea2ea6430916f	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.radonc.2013.07.011		STROGAR – STrengthening the Reporting Of Genetic Association studies in Radiogenomics		10 1016 j radonc 2013 07 011 strogar strengthening the reporting of genetic association studies in radiogenomics unresolved original target strogar strengthening the reporting of genetic association studies in radiogenomics	2026-05-06T03:12:07+00:00
batch007_seed_4f32dd5440c46b94	api_candidate_e9d47f1fa66304b7	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3390/biomedicines14010034		Exploratory Analysis of Autophagy-Lysosomal Pathway Proteins in Dermal Fibroblasts as Potential Peripheral Biomarkers for Alzheimer's Disease: A Pilot Study.		10 3390 biomedicines14010034 exploratory analysis of autophagy lysosomal pathway proteins in dermal fibroblasts as potential peripheral biomarkers for alzheimer s disease a pilot study unresolved original target exploratory analysis of autophagy lysosomal pathway proteins in dermal fibroblasts as potential peripheral biomarkers for alzheimer s disease a pilot study	2026-05-06T03:12:07+00:00
batch007_seed_dac28e9d40386a6b	api_candidate_16cafb0bf7998b5c	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.7717/peerj.21058		Discovery of serum APOD as an early sarcopenia biomarker in older adults with low muscle mass: a cross-sectional proteomic and transcriptomic investigation.		10 7717 peerj 21058 discovery of serum apod as an early sarcopenia biomarker in older adults with low muscle mass a cross sectional proteomic and transcriptomic investigation unresolved original target discovery of serum apod as an early sarcopenia biomarker in older adults with low muscle mass a cross sectional proteomic and transcriptomic investigation	2026-05-06T03:12:07+00:00
batch007_seed_a9c649998512080e	api_candidate_d4311731923600b5	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.7717/peerj.21010		Pooled extreme-phenotype genome-wide association study XP-GWAS reveals an association between &lt;i&gt;4-hydroxyphenylpyruvate dioxygenase&lt;/i&gt; and β-carotene variation in &lt;i&gt;Capsicum annuum&lt;/i&gt;.		10 7717 peerj 21010 pooled extreme phenotype genome wide association study xp gwas reveals an association between lt i gt 4 hydroxyphenylpyruvate dioxygenase lt i gt and carotene variation in lt i gt capsicum annuum lt i gt unresolved original target pooled extreme phenotype genome wide association study xp gwas reveals an association between lt i gt 4 hydroxyphenylpyruvate dioxygenase lt i gt and carotene variation in lt i gt capsicum annuum lt i gt	2026-05-06T03:12:07+00:00
batch007_seed_54e357ed9da63c29	api_candidate_40032567ba4b2983	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3390/plants15071046		GWAS and Regularised Regression Identify SNPs Associated with Candidate Genes for Stage-Specific Salinity Tolerance in Rice.		10 3390 plants15071046 gwas and regularised regression identify snps associated with candidate genes for stage specific salinity tolerance in rice unresolved original target gwas and regularised regression identify snps associated with candidate genes for stage specific salinity tolerance in rice	2026-05-06T03:12:07+00:00
batch007_seed_8eb7d23d2082381e	api_candidate_78e273426970c46c	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.21037/jgo-2025-687		A hybrid molecular-imaging model for high-accuracy early colorectal cancer diagnosis.		10 21037 jgo 2025 687 a hybrid molecular imaging model for high accuracy early colorectal cancer diagnosis unresolved original target a hybrid molecular imaging model for high accuracy early colorectal cancer diagnosis	2026-05-06T03:12:07+00:00
batch007_seed_e6db9e371d88f577	api_candidate_7c059fd0ea40d4f3	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3390/jcm15020686		Artificial Intelligence in Recurrent Pregnancy Loss: Current Evidence, Limitations, and Future Directions.		10 3390 jcm15020686 artificial intelligence in recurrent pregnancy loss current evidence limitations and future directions unresolved original target artificial intelligence in recurrent pregnancy loss current evidence limitations and future directions	2026-05-06T03:12:07+00:00
batch007_seed_f776280d9728411a	api_candidate_608fb620bd3f49af	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pgen.1004788	the GRIN2A-by-Coffee Interaction in Parkinson Disease	Lack of Replication of the GRIN2A-by-Coffee Interaction in Parkinson Disease		10 1371 journal pgen 1004788 the grin2a by coffee interaction in parkinson disease lack of replication of the grin2a by coffee interaction in parkinson disease the grin2a by coffee interaction in parkinson disease lack of replication of the grin2a by coffee interaction in parkinson disease	2026-05-06T03:12:07+00:00
batch007_seed_a5dee9574170b6f2	api_candidate_896d43a1a90e7e05	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0011153		No Association between Oxytocin Receptor (OXTR) Gene Polymorphisms and Experimentally Elicited Social Preferences		10 1371 journal pone 0011153 no association between oxytocin receptor oxtr gene polymorphisms and experimentally elicited social preferences unresolved original target no association between oxytocin receptor oxtr gene polymorphisms and experimentally elicited social preferences	2026-05-06T03:12:07+00:00
batch007_seed_0df9ebd827e7ec50	api_candidate_1a82f838cf314d2e	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pone.0011504		A Genome-Wide Association Study of Neuroticism in a Population-Based Sample		10 1371 journal pone 0011504 a genome wide association study of neuroticism in a population based sample unresolved original target a genome wide association study of neuroticism in a population based sample	2026-05-06T03:12:07+00:00
batch007_seed_e3bc3010a94a0169	api_candidate_4333d130d009ceae	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1371/journal.pgen.1000220	Three Novel Myopia Common Susceptibility Gene Loci on Chromosome 3q26 using Linkage and Linkage Disequilibrium Mapping	Identification and Replication of Three Novel Myopia Common Susceptibility Gene Loci on Chromosome 3q26 using Linkage and Linkage Disequilibrium Mapping		10 1371 journal pgen 1000220 three novel myopia common susceptibility gene loci on chromosome 3q26 using linkage and linkage disequilibrium mapping identification and replication of three novel myopia common susceptibility gene loci on chromosome 3q26 using linkage and linkage disequilibrium mapping three novel myopia common susceptibility gene loci on chromosome 3q26 using linkage and linkage disequilibrium mapping identification and replication of three novel myopia common susceptibility gene loci on chromosome 3q26 using linkage and linkage disequilibrium mapping	2026-05-06T03:12:07+00:00
batch007_seed_6a8a38c547d93507	api_candidate_999bf0cc12caf041	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1093/hmg/ddu364		Genome-wide association and admixture analysis of glaucoma in the Women's Health Initiative		10 1093 hmg ddu364 genome wide association and admixture analysis of glaucoma in the women s health initiative unresolved original target genome wide association and admixture analysis of glaucoma in the women s health initiative	2026-05-06T03:12:07+00:00
batch007_seed_957bd5255b11fa64	api_candidate_767774874f909c0c	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1038/sj.ejhg.5201739	reported linkages for dyslexia and spelling and suggestive evidence for novel regions on chromosomes 4 and 17	Replication of reported linkages for dyslexia and spelling and suggestive evidence for novel regions on chromosomes 4 and 17		10 1038 sj ejhg 5201739 reported linkages for dyslexia and spelling and suggestive evidence for novel regions on chromosomes 4 and 17 replication of reported linkages for dyslexia and spelling and suggestive evidence for novel regions on chromosomes 4 and 17 reported linkages for dyslexia and spelling and suggestive evidence for novel regions on chromosomes 4 and 17 replication of reported linkages for dyslexia and spelling and suggestive evidence for novel regions on chromosomes 4 and 17	2026-05-06T03:12:07+00:00
batch007_seed_a1b68a4e0cc70def	api_candidate_c924fd4dd5176955	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1097/md.0000000000011865		Contributions of rare coding variants in hypotension syndrome genes to population blood pressure variation.		10 1097 md 0000000000011865 contributions of rare coding variants in hypotension syndrome genes to population blood pressure variation unresolved original target contributions of rare coding variants in hypotension syndrome genes to population blood pressure variation	2026-05-06T03:12:07+00:00
batch007_seed_efa5cb6688fc3f2f	api_candidate_691618c20f97cc51	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.neuroimage.2021.118304		Functional co-activation of the default mode network in APOE ε4-carriers: A replication study.		10 1016 j neuroimage 2021 118304 functional co activation of the default mode network in apoe 4 carriers a replication study unresolved original target functional co activation of the default mode network in apoe 4 carriers a replication study	2026-05-06T03:12:07+00:00
batch007_seed_18c8125e54dbc0ec	api_candidate_5e136bb6396d9b9f	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1371/journal.pgen.1006343		No Reliable Association between Runs of Homozygosity and Schizophrenia in a Well-Powered Replication Study.		10 1371 journal pgen 1006343 no reliable association between runs of homozygosity and schizophrenia in a well powered replication study unresolved original target no reliable association between runs of homozygosity and schizophrenia in a well powered replication study	2026-05-06T03:12:07+00:00
batch007_seed_f23873e6b8912e63	api_candidate_f091bf9e5029f3a3	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1186/s40101-017-0142-x		The association of insertions/deletions (INDELs) and variable number tandem repeats (VNTRs) with obesity and its related traits and complications.		10 1186 s40101 017 0142 x the association of insertions deletions indels and variable number tandem repeats vntrs with obesity and its related traits and complications unresolved original target the association of insertions deletions indels and variable number tandem repeats vntrs with obesity and its related traits and complications	2026-05-06T03:12:07+00:00
